"Transaction Date","Transaction Time","Post Date","Account Number","Card Number","Trans ID",Units,"Unit of Measure","Unit Cost","Total Fuel Cost","Total Non-Fuel Cost","Gross Cost","Net Cost","Reported Tax",Product,"Product Description","Merchant (Brand)","Merchant Name","Merchant Address","Merchant City","Merchant State / Province","Merchant Postal Code",VIN,"Tank Capacity","Driver Last Name",Hub,"Outside of Home States","Outside of Service Area",Weekend,Holiday,"Irregular Hours","Purchase > $100","Not Unleaded Regular"
2024-06-07,12:23:00,2024-06-11,REDACTED,CT50,28973685440,13.971,GA,3.339,46.65,0,46.65,46.65,-6.05,UNL,"Unleaded Regular",REDACTED,REDACTED,"315 Danbury Rd","New Milford",CT,06776-4315,CT50,NULL,CT50,CT,0,0,0,0,0,0,0
2024-06-12,12:22:00,2024-06-14,REDACTED,CT50,29023032740,12.96,GA,3.739,48.48,0,48.48,48.48,-5.61,UNL,"Unleaded Regular",REDACTED,REDACTED,"819 Federal Rd",Brookfield,CT,06804-1806,CT50,NULL,CT50,CT,0,0,0,0,0,0,0
2024-06-19,10:29:00,2024-06-21,REDACTED,CT50,29119127460,14.155,GA,3.299,46.7,0,46.7,46.7,-6.13,UNL,"Unleaded Regular",REDACTED,REDACTED,"315 Danbury Rd","New Milford",CT,06776-4315,CT50,NULL,CT50,CT,0,0,0,0,0,0,0
2024-06-24,09:31:00,2024-06-26,REDACTED,CT50,29172154470,13.388,GA,3.358,44.97,0,44.97,44.97,-5.8,UNL,"Unleaded Regular",REDACTED,REDACTED,"26 Hawleyville Rd",Newtown,CT,06470-1246,CT50,NULL,CT50,CT,0,0,0,0,0,0,0
2024-06-27,16:28:00,2024-07-01,REDACTED,CT50,29220337780,13.478,GA,3.398,45.81,0,45.81,45.81,-5.84,UNL,"Unleaded Regular",REDACTED,REDACTED,"134 Danbury Rd","New Milford",CT,6776,CT50,NULL,CT50,CT,0,0,0,0,0,0,0
2024-07-05,09:18:00,2024-07-09,REDACTED,CT50,29309049080,12.789,GA,3.459,44.24,0,44.24,44.24,-5.54,UNL,"Unleaded Regular",REDACTED,REDACTED,"26 Hawleyville Rd",Newtown,CT,06470-1246,CT50,NULL,CT50,CT,0,0,0,0,0,0,0
2024-07-11,09:36:00,2024-07-15,REDACTED,CT50,29379364070,12.748,GA,3.459,44.1,0,44.1,44.1,-5.52,UNL,"Unleaded Regular",REDACTED,REDACTED,"26 Hawleyville Rd",Newtown,CT,06470-1246,CT50,NULL,CT50,CT,0,0,0,0,0,0,0
2024-07-18,09:12:00,2024-07-22,REDACTED,CT50,29468992490,13.277,GA,3.418,45.39,0,45.39,45.39,-5.75,UNL,"Unleaded Regular",REDACTED,REDACTED,"26 Hawleyville Rd",Newtown,CT,06470-1246,CT50,NULL,CT50,CT,0,0,0,0,0,0,0
2024-07-24,09:52:00,2024-07-26,REDACTED,CT50,29539597090,14.014,GA,3.398,47.63,0,47.63,47.63,-6.06,UNL,"Unleaded Regular",REDACTED,REDACTED,"26 Hawleyville Rd",Newtown,CT,06470-1246,CT50,NULL,CT50,CT,0,0,0,0,0,0,0
2024-08-02,12:36:00,2024-08-06,REDACTED,CT50,29664096590,14.42,GA,3.409,49.16,0,49.16,49.16,-6.25,UNL,"Unleaded Regular",REDACTED,REDACTED,"315 Danbury Rd","New Milford",CT,06776-4315,CT50,NULL,CT50,CT,0,0,0,0,0,0,0
2024-08-09,10:30:00,2024-08-13,REDACTED,CT50,29749671460,14.681,GA,3.499,51.37,0,51.37,51.37,-6.36,UNL,"Unleaded Regular",REDACTED,REDACTED,"813 Federal Rd",Brookfield,CT,6804,CT50,NULL,CT50,CT,0,0,0,0,0,0,0
2024-06-08,10:35:00,2024-06-11,REDACTED,CT51,28978718350,21.785,GA,3.458,75.35,0,75.35,75.35,-9.44,UNL,"Unleaded Regular",REDACTED,REDACTED,"7 Federal Rd",Danbury,CT,06810-6111,CT51,NULL,CT51,CT,0,0,1,0,0,0,0
2024-06-25,13:44:00,2024-06-27,REDACTED,CT51,29187605740,23.457,GA,3.338,78.32,0,78.32,78.32,-10.15,UNL,"Unleaded Regular",REDACTED,REDACTED,"291 Danbury Rd","New Milford",CT,06776-4313,CT51,NULL,CT51,CT,0,0,0,0,0,0,0
2024-07-09,13:55:00,2024-07-11,REDACTED,CT51,29347167180,22.493,GA,3.478,78.25,0,78.25,78.25,-9.74,UNL,"Unleaded Regular",REDACTED,REDACTED,"291 Danbury Rd","New Milford",CT,06776-4313,CT51,NULL,CT51,CT,0,0,0,0,0,0,0
2024-07-31,12:52:00,2024-08-02,REDACTED,CT51,29628620120,26.543,GA,3.799,100.84,0,100.84,100.84,-11.5,UNL,"Unleaded Regular",REDACTED,REDACTED,"17 Mill Plain Rd",Danbury,CT,06811-5138,CT51,NULL,CT51,CT,0,0,0,0,0,1,0
2024-08-12,16:52:00,2024-08-15,REDACTED,CT51,29781284230,25.788,GA,3.538,91.26,0,91.26,91.26,-11.17,UNL,"Unleaded Regular",REDACTED,REDACTED,"112 Newtown Rd",Danbury,CT,6810,CT51,NULL,CT51,CT,0,0,0,0,0,0,0
2024-06-10,11:03:31,2024-06-11,REDACTED,CT52,28985866230,15.407,GA,3.698,56.99,0,56.99,56.99,-6.67,UNL,"Unleaded Regular",REDACTED,REDACTED,"56 Main St S",Southbury,CT,6488,CT52,NULL,CT52,CT,0,0,0,0,0,0,0
2024-06-22,14:02:00,2024-06-25,REDACTED,CT52,29151372100,17.505,GA,3.998,70,0,70,70,-7.58,UNL,"Unleaded Regular",REDACTED,REDACTED,"40 Backus Ave",Danbury,CT,6810,CT52,NULL,CT52,CT,0,0,1,0,0,0,0
2024-06-29,14:05:25,2024-07-02,REDACTED,CT52,29246472750,12.803,GA,3.299,42.24,0,42.24,42.24,-5.54,UNL,"Unleaded Regular",REDACTED,REDACTED,"177 Federal Rd",Brookfield,CT,6804,CT52,NULL,CT52,CT,0,0,1,0,0,0,0
2024-07-11,10:15:51,2024-07-12,REDACTED,CT52,29368156760,17.766,GA,3.498,62.16,0,62.16,62.16,-7.69,UNL,"Unleaded Regular",REDACTED,REDACTED,"106 Federal Rd",Danbury,CT,06810-4020,CT52,NULL,CT52,CT,0,0,0,0,0,0,0
2024-07-20,12:21:00,2024-07-23,REDACTED,CT52,29491453040,16.76,GA,3.999,67.06,0,67.06,67.06,-11.25,UNL,"Unleaded Regular",REDACTED,REDACTED,"3411 Danbury Rd",Brewster,NY,10509-4513,CT52,NULL,CT52,CT,0,0,1,0,0,0,0
2024-08-10,17:25:50,2024-08-13,REDACTED,CT52,29757724870,15.977,GA,3.359,53.67,0,53.67,53.67,-6.91,UNL,"Unleaded Regular",REDACTED,REDACTED,"106 Federal Rd",Danbury,CT,06810-4020,CT52,NULL,CT52,CT,0,0,1,0,0,0,0
2024-06-20,13:50:00,2024-06-24,REDACTED,CT53,29130784110,27.435,GA,3.448,94.62,0,94.62,94.62,-11.88,UNL,"Unleaded Regular",REDACTED,REDACTED,"124 Putnam Park Rd",Bethel,CT,6801,CT53,NULL,CT53,CT,0,0,0,0,0,0,0
2024-07-10,09:41:00,2024-07-12,REDACTED,CT53,29353218610,11.247,GA,3.599,40.48,0,40.48,40.48,-4.87,UNL,"Unleaded Regular",REDACTED,REDACTED,"276 White St",Danbury,CT,6810,CT53,NULL,CT53,CT,0,0,0,0,0,0,0
2024-08-15,14:44:00,2024-08-19,REDACTED,CT53,29811354720,16.694,GA,3.298,55.07,0,55.07,55.07,-7.23,UNL,"Unleaded Regular",REDACTED,REDACTED,"241 White St",Danbury,CT,06810-6828,CT53,NULL,CT53,CT,0,0,0,0,0,0,0
2024-06-10,16:03:00,2024-06-13,REDACTED,CT54,29004749570,21.116,GA,3.599,76,0,76,76,-9.14,UNL,"Unleaded Regular",REDACTED,REDACTED,"112 Newtown Rd",Danbury,CT,6810,CT54,NULL,CT54,CT,0,0,0,0,0,0,0
2024-06-14,08:58:00,2024-06-18,REDACTED,CT54,29058576420,21.745,GA,3.318,72.17,0,72.17,72.17,-9.42,UNL,"Unleaded Regular",REDACTED,REDACTED,"82 Stony Hill Rd",Bethel,CT,06801-3037,CT54,NULL,CT54,CT,0,0,0,0,0,0,0
2024-06-18,16:09:00,2024-06-20,REDACTED,CT54,29100856500,20.013,GA,3.398,68.02,0,68.02,68.02,-8.66,UNL,"Unleaded Regular",REDACTED,REDACTED,"30 Federal Rd",Brookfield,CT,06804-2510,CT54,NULL,CT54,CT,0,0,0,0,0,0,0
2024-06-25,07:26:00,2024-06-27,REDACTED,CT54,29188241110,18.077,GA,3.319,60,0,60,60,-7.83,UNL,"Unleaded Regular",REDACTED,REDACTED,"82 Stony Hill Rd",Bethel,CT,06801-3037,CT54,NULL,CT54,CT,0,0,0,0,0,0,0
2024-06-26,15:58:00,2024-07-01,REDACTED,CT54,29216535140,16.676,GA,3.599,60.02,0,60.02,60.02,-7.22,UNL,"Unleaded Regular",REDACTED,REDACTED,"112 Newtown Rd",Danbury,CT,6810,CT54,NULL,CT54,CT,0,0,0,0,0,0,0
2024-06-28,15:44:00,2024-07-02,REDACTED,CT54,29241277860,14.17,GA,3.599,51,0,51,51,-6.13,UNL,"Unleaded Regular",REDACTED,REDACTED,"112 Newtown Rd",Danbury,CT,6810,CT54,NULL,CT54,CT,0,0,0,0,0,0,0
2024-07-03,07:38:00,2024-07-05,REDACTED,CT54,29293846160,15.663,GA,3.399,53.24,0,53.24,53.24,-6.79,UNL,"Unleaded Regular",REDACTED,REDACTED,"110 Newtown Rd",Danbury,CT,6810,CT54,NULL,CT54,CT,0,0,0,0,0,0,0
2024-07-05,11:33:40,2024-07-09,REDACTED,CT54,29311911300,14.633,GA,3.349,49.01,0,49.01,49.01,-6.34,UNL,"Unleaded Regular",REDACTED,REDACTED,"446 Boston Post Rd",Waterford,CT,06385-1508,CT54,NULL,CT54,CT,0,0,0,0,0,0,0
2024-07-09,13:19:00,2024-07-11,REDACTED,CT54,29343390140,24.37,GA,3.699,90.15,0,90.15,90.15,-10.55,UNL,"Unleaded Regular",REDACTED,REDACTED,"819 Federal Rd",Brookfield,CT,06804-1806,CT54,NULL,CT54,CT,0,0,0,0,0,0,0
2024-07-12,16:04:00,2024-07-16,REDACTED,CT54,29400169640,27.254,GA,3.559,97,0,97,97,-11.8,UNL,"Unleaded Regular",REDACTED,REDACTED,"112 Newtown Rd",Danbury,CT,6810,CT54,NULL,CT54,CT,0,0,0,0,0,0,0
2024-07-17,16:01:00,2024-07-22,REDACTED,CT54,29465082790,20.662,GA,3.679,76.02,0,76.02,76.02,-8.95,UNL,"Unleaded Regular",REDACTED,REDACTED,"112 Newtown Rd",Danbury,CT,6810,CT54,NULL,CT54,CT,0,0,0,0,0,0,0
2024-07-19,16:04:00,2024-07-23,REDACTED,CT54,29489695070,14.134,GA,3.679,52,0,52,52,-6.12,UNL,"Unleaded Regular",REDACTED,REDACTED,"112 Newtown Rd",Danbury,CT,6810,CT54,NULL,CT54,CT,0,0,0,0,0,0,0
2024-07-24,16:02:00,2024-07-29,REDACTED,CT54,29547960890,20.933,GA,3.678,77.01,0,77.01,77.01,-9.06,UNL,"Unleaded Regular",REDACTED,REDACTED,"112 Newtown Rd",Danbury,CT,6810,CT54,NULL,CT54,CT,0,0,0,0,0,0,0
2024-07-26,16:10:00,2024-07-30,REDACTED,CT54,29577459770,19.03,GA,3.678,70.01,0,70.01,70.01,-8.24,UNL,"Unleaded Regular",REDACTED,REDACTED,"112 Newtown Rd",Danbury,CT,6810,CT54,NULL,CT54,CT,0,0,0,0,0,0,0
2024-07-31,15:56:00,2024-08-05,REDACTED,CT54,29637545570,18.724,GA,3.578,67.01,0,67.01,67.01,-8.11,UNL,"Unleaded Regular",REDACTED,REDACTED,"112 Newtown Rd",Danbury,CT,6810,CT54,NULL,CT54,CT,0,0,0,0,0,0,0
2024-08-02,16:06:00,2024-08-06,REDACTED,CT54,29665982530,15.264,GA,3.539,54.02,0,54.02,54.02,-6.61,UNL,"Unleaded Regular",REDACTED,REDACTED,"112 Newtown Rd",Danbury,CT,6810,CT54,NULL,CT54,CT,0,0,0,0,0,0,0
2024-08-06,15:52:00,2024-08-09,REDACTED,CT54,29709349470,16.118,GA,3.538,57.04,0,57.04,57.04,-6.98,UNL,"Unleaded Regular",REDACTED,REDACTED,"112 Newtown Rd",Danbury,CT,6810,CT54,NULL,CT54,CT,0,0,0,0,0,0,0
2024-08-09,16:01:00,2024-08-13,REDACTED,CT54,29752703760,19.22,GA,3.539,68.02,0,68.02,68.02,-8.33,UNL,"Unleaded Regular",REDACTED,REDACTED,"112 Newtown Rd",Danbury,CT,6810,CT54,NULL,CT54,CT,0,0,0,0,0,0,0
2024-06-13,08:39:31,2024-06-14,REDACTED,CT55,29031606980,22.599,GA,3.348,75.68,0,75.68,75.68,-9.79,UNL,"Unleaded Regular",REDACTED,REDACTED,"2073 N Main St",Waterbury,CT,6704,CT55,NULL,CT55,CT,0,0,0,0,0,0,0
2024-06-24,08:34:19,2024-06-25,REDACTED,CT55,29161978860,20.908,GA,3.328,69.6,0,69.6,69.6,-9.06,UNL,"Unleaded Regular",REDACTED,REDACTED,"2073 N Main St",Waterbury,CT,6704,CT55,NULL,CT55,CT,0,0,0,0,0,0,0
2024-07-02,08:31:23,2024-07-03,REDACTED,CT55,29265072070,20.459,GA,3.499,71.59,0,71.59,71.59,-8.85,UNL,"Unleaded Regular",REDACTED,REDACTED,"2073 N Main St",Waterbury,CT,6704,CT55,NULL,CT55,CT,0,0,0,0,0,0,0
2024-07-10,16:31:00,2024-07-15,REDACTED,CT55,29379116190,15.762,GA,3.498,55.15,0,55.15,55.15,-6.82,UNL,"Unleaded Regular",REDACTED,REDACTED,"1570 Whalley Ave","New Haven",CT,6515,CT55,NULL,CT55,CT,0,0,0,0,0,0,0
2024-07-19,14:38:00,2024-07-23,REDACTED,CT55,29479538890,21.25,GA,3.859,82.02,0,82.02,82.02,-9.2,UNL,"Unleaded Regular",REDACTED,REDACTED,"883 Hamilton Ave",Waterbury,CT,6706,CT55,NULL,CT55,CT,0,0,0,0,0,0,0
2024-07-29,14:16:00,2024-07-31,REDACTED,CT55,29589405040,21.847,GA,3.799,83,0,83,83,-9.46,UNL,"Unleaded Regular",REDACTED,REDACTED,"815 Hamilton Ave",Waterbury,CT,06706-1902,CT55,NULL,CT55,CT,0,0,0,0,0,0,0
2024-08-06,08:32:28,2024-08-07,REDACTED,CT55,29689863780,21.832,GA,3.378,73.77,0,73.77,73.77,-9.46,UNL,"Unleaded Regular",REDACTED,REDACTED,"2073 N Main St",Waterbury,CT,6704,CT55,NULL,CT55,CT,0,0,0,0,0,0,0
2024-08-14,09:22:05,2024-08-16,REDACTED,CT55,29803452530,21.686,GA,3.429,74.36,0,74.36,74.36,-9.39,UNL,"Unleaded Regular",REDACTED,REDACTED,"1359 Thomaston Ave",Waterbury,CT,06704-1714,CT55,NULL,CT55,CT,0,0,0,0,0,0,0
2024-06-29,11:42:00,2024-07-02,REDACTED,CT56,29245309300,29.774,GA,3.549,105.67,0,105.67,105.67,-12.89,UNL,"Unleaded Regular",REDACTED,REDACTED,"197 Main St",Cheshire,CT,06410-2408,CT56,NULL,CT56,CT,0,0,1,0,0,1,0
2024-07-23,12:22:00,2024-07-25,REDACTED,CT56,29521227180,28.99,GA,3.639,105.52,0,105.52,105.52,-12.56,UNL,"Unleaded Regular",REDACTED,REDACTED,"819 Federal Rd",Brookfield,CT,06804-1806,CT56,NULL,CT56,CT,0,0,0,0,0,1,0
2024-06-07,12:27:00,2024-06-11,REDACTED,NY41,28966486170,16.6,GA,3.959,65.72,0,65.72,65.72,-11.11,UNL,"Unleaded Regular",REDACTED,REDACTED,"1923 Route 6",Carmel,NY,10512-2318,NY41,NULL,NY41,NY,0,0,0,0,0,0,0
2024-06-14,12:21:00,2024-06-18,REDACTED,NY41,29060992480,16.819,GA,3.449,58.01,0,58.01,58.01,-7.28,UNL,"Unleaded Regular",REDACTED,REDACTED,"113 North St",Danbury,CT,6811,NY41,NULL,NY41,NY,0,0,0,0,0,0,0
2024-06-18,15:56:00,2024-06-20,REDACTED,NY41,29103028120,15.003,GA,3.799,57,0,57,57,-9.96,UNL,"Unleaded Regular",REDACTED,REDACTED,"1530 E Main St","Shrub Oak",NY,10588-1434,NY41,NULL,NY41,NY,0,0,0,0,0,0,0
2024-06-20,10:55:19,2024-06-21,REDACTED,NY41,29119732130,9.953,GA,3.578,35.62,0,35.62,35.62,-6.52,UNL,"Unleaded Regular",REDACTED,REDACTED,"160 Saw Mill River R",Elmsford,NY,10523,NY41,NULL,NY41,NY,0,0,0,0,0,0,0
2024-06-26,13:58:00,2024-06-28,REDACTED,NY41,29204418610,15.646,GA,4.298,67.26,0,67.26,67.26,-10.68,UNL,"Unleaded Regular",REDACTED,REDACTED,"120 N Bedford Rd","Mount Kisco",NY,10549,NY41,NULL,NY41,NY,0,0,0,0,0,0,0
2024-07-01,13:52:40,2024-07-03,REDACTED,NY41,29264911450,16.623,GA,3.578,59.49,0,59.49,59.49,-10.88,UNL,"Unleaded Regular",REDACTED,REDACTED,"26 Campwoods Rd",Ossining,NY,10562,NY41,NULL,NY41,NY,0,0,0,0,0,0,0
2024-07-08,15:43:00,2024-07-10,REDACTED,NY41,29333769710,10.55,GA,3.799,40.08,0,40.08,40.08,-6.99,UNL,"Unleaded Regular",REDACTED,REDACTED,"1530 E Main St","Shrub Oak",NY,10588-1434,NY41,NULL,NY41,NY,0,0,0,0,0,0,0
2024-07-10,16:26:00,2024-07-12,REDACTED,NY41,29365338420,14.214,GA,3.799,54,0,54,54,-9.43,UNL,"Unleaded Regular",REDACTED,REDACTED,"1530 E Main St","Shrub Oak",NY,10588-1434,NY41,NULL,NY41,NY,0,0,0,0,0,0,0
2024-07-12,15:46:00,2024-07-16,REDACTED,NY41,29395908360,11.845,GA,3.799,45,0,45,45,-7.86,UNL,"Unleaded Regular",REDACTED,REDACTED,"1530 E Main St","Shrub Oak",NY,10588-1434,NY41,NULL,NY41,NY,0,0,0,0,0,0,0
2024-07-17,15:45:00,2024-07-19,REDACTED,NY41,29454739130,16.583,GA,3.799,63,0,63,63,-11,UNL,"Unleaded Regular",REDACTED,REDACTED,"1530 E Main St","Shrub Oak",NY,10588-1434,NY41,NULL,NY41,NY,0,0,0,0,0,0,0
2024-07-19,15:43:00,2024-07-23,REDACTED,NY41,29485751700,16.32,GA,3.799,62,0,62,62,-10.83,UNL,"Unleaded Regular",REDACTED,REDACTED,"1530 E Main St","Shrub Oak",NY,10588-1434,NY41,NULL,NY41,NY,0,0,0,0,0,0,0
2024-07-24,15:33:00,2024-07-26,REDACTED,NY41,29541462380,17.899,GA,3.799,68,0,68,68,-11.87,UNL,"Unleaded Regular",REDACTED,REDACTED,"1530 E Main St","Shrub Oak",NY,10588-1434,NY41,NULL,NY41,NY,0,0,0,0,0,0,0
2024-07-26,15:34:00,2024-07-30,REDACTED,NY41,29573709910,14.214,GA,3.799,54,0,54,54,-9.43,UNL,"Unleaded Regular",REDACTED,REDACTED,"1530 E Main St","Shrub Oak",NY,10588-1434,NY41,NULL,NY41,NY,0,0,0,0,0,0,0
2024-07-31,15:50:00,2024-08-02,REDACTED,NY41,29630709140,16.896,GA,3.699,62.5,0,62.5,62.5,-11.13,UNL,"Unleaded Regular",REDACTED,REDACTED,"1530 E Main St","Shrub Oak",NY,10588-1434,NY41,NULL,NY41,NY,0,0,0,0,0,0,0
2024-08-02,15:57:00,2024-08-06,REDACTED,NY41,29661486310,15.412,GA,3.699,57.01,0,57.01,57.01,-10.16,UNL,"Unleaded Regular",REDACTED,REDACTED,"1530 E Main St","Shrub Oak",NY,10588-1434,NY41,NULL,NY41,NY,0,0,0,0,0,0,0
2024-08-08,15:32:00,2024-08-12,REDACTED,NY41,29734168880,13.519,GA,3.699,50.01,0,50.01,50.01,-8.91,UNL,"Unleaded Regular",REDACTED,REDACTED,"1530 E Main St","Shrub Oak",NY,10588-1434,NY41,NULL,NY41,NY,0,0,0,0,0,0,0
2024-08-13,16:03:00,2024-08-15,REDACTED,NY41,29790287750,11.354,GA,3.699,42,0,42,42,-7.49,UNL,"Unleaded Regular",REDACTED,REDACTED,"1530 E Main St","Shrub Oak",NY,10588-1434,NY41,NULL,NY41,NY,0,0,0,0,0,0,0
2024-06-10,13:51:00,2024-06-12,REDACTED,CT57,28987931400,15.518,GA,3.698,57.4,0,57.4,57.4,-6.72,UNL,"Unleaded Regular",REDACTED,REDACTED,"2211 Meriden Waterbury Tpke",Marion,CT,06444-0169,CT57,NULL,CT57,CT,0,0,0,0,0,0,0
2024-06-13,09:05:00,2024-06-17,REDACTED,CT57,29032986830,10.438,GA,3.559,37.15,0,37.15,37.15,-4.52,UNL,"Unleaded Regular",REDACTED,REDACTED,"1003 Wolcott Rd",Waterbury,CT,6716,CT57,NULL,CT57,CT,0,0,0,0,0,0,0
2024-06-17,13:08:00,2024-06-19,REDACTED,CT57,29076692970,9.709,GA,3.698,35.91,0,35.91,35.91,-4.21,UNL,"Unleaded Regular",REDACTED,REDACTED,"1611 Meriden-Waterbu",Plantsville,CT,6479,CT57,NULL,CT57,CT,0,0,0,0,0,0,0
2024-06-25,16:54:00,2024-06-27,REDACTED,CT57,29184191040,11.84,GA,3.799,45.01,0,45.01,45.01,-5.13,UNL,"Unleaded Regular",REDACTED,REDACTED,"2110 Meriden Waterbury Tpke",Marion,CT,06444-0110,CT57,NULL,CT57,CT,0,0,0,0,0,0,0
2024-06-30,11:07:00,2024-07-02,REDACTED,CT57,29247494310,10.941,GA,3.698,40.47,0,40.47,40.47,-4.74,UNL,"Unleaded Regular",REDACTED,REDACTED,"2211 Meriden Waterbury Tpke",Marion,CT,06444-0169,CT57,NULL,CT57,CT,0,0,1,0,0,0,0
2024-07-05,10:12:00,2024-07-09,REDACTED,CT57,29309692300,11.436,GA,4.699,53.74,0,53.74,53.74,-4.95,SUP,"Unleaded Super",REDACTED,REDACTED,"1030 Hamilton Ave",Waterbury,CT,6706,CT57,NULL,CT57,CT,0,0,0,0,0,0,1
2024-07-10,17:31:00,2024-07-12,REDACTED,CT57,29364537240,14.397,GA,3.529,50.81,0,50.81,50.81,-6.23,UNL,"Unleaded Regular",REDACTED,REDACTED,"105 West St",Bristol,CT,6010,CT57,NULL,CT57,CT,0,0,0,0,0,0,0
2024-07-16,10:24:15,2024-07-18,REDACTED,CT57,29436173300,11.073,GA,4.299,47.6,0,47.6,47.6,-4.8,SUP,"Unleaded Super",REDACTED,REDACTED,"1359 Thomaston Ave",Waterbury,CT,06704-1714,CT57,NULL,CT57,CT,0,0,0,0,0,0,1
2024-07-20,16:52:00,2024-07-23,REDACTED,CT57,29493524560,7.144,GA,3.499,25,0,25,25,-3.1,UNL,"Unleaded Regular",REDACTED,REDACTED,"984 Wolcott St",Waterbury,CT,06705-1316,CT57,NULL,CT57,CT,0,0,1,0,0,0,0
2024-07-24,16:23:00,2024-07-26,REDACTED,CT57,29529242020,12.017,GA,3.559,42.77,0,42.77,42.77,-5.2,UNL,"Unleaded Regular",REDACTED,REDACTED,"1520 Wolcott Rd",Wolcott,CT,06716-1327,CT57,NULL,CT57,CT,0,0,0,0,0,0,0
2024-08-01,14:32:00,2024-08-05,REDACTED,CT57,29633835950,11.733,GA,3.398,39.88,0,39.88,39.88,-5.08,UNL,"Unleaded Regular",REDACTED,REDACTED,"1520 Wolcott Rd",Wolcott,CT,06716-1327,CT57,NULL,CT57,CT,0,0,0,0,0,0,0
2024-08-09,16:10:00,2024-08-13,REDACTED,CT57,29748863330,13.418,GA,3.399,45.61,0,45.61,45.61,-5.81,UNL,"Unleaded Regular",REDACTED,REDACTED,"550 Meriden Rd",Waterbury,CT,06705-2217,CT57,NULL,CT57,CT,0,0,0,0,0,0,0
2024-06-09,09:13:00,2024-06-11,REDACTED,CT58,28982971920,16,GA,3.439,55.03,0,55.03,55.03,-6.93,UNL,"Unleaded Regular",REDACTED,REDACTED,"1144 Corbin Ave","New Britain",CT,06053-3802,CT58,NULL,CT58,CT,0,0,1,0,0,0,0
2024-06-12,19:07:00,2024-06-14,REDACTED,CT58,29026887970,11.985,GA,3.748,44.93,0,44.93,44.93,-5.19,UNL,"Unleaded Regular",REDACTED,REDACTED,"625 Hartford Rd","New Britain",CT,6053,CT58,NULL,CT58,CT,0,0,0,0,1,0,0
2024-06-17,13:24:00,2024-06-19,REDACTED,CT58,29080891540,14.82,GA,3.439,51,0,51,51,-6.42,UNL,"Unleaded Regular",REDACTED,REDACTED,"1144 Corbin Ave","New Britain",CT,06053-3802,CT58,NULL,CT58,CT,0,0,0,0,0,0,0
2024-06-22,14:27:39,2024-06-25,REDACTED,CT58,29154828810,13.801,GA,3.479,48.01,0,48.01,48.01,-5.98,UNL,"Unleaded Regular",REDACTED,REDACTED,"291 Spielman Hwy",Burlington,CT,06013-1745,CT58,NULL,CT58,CT,0,0,1,0,0,0,0
2024-06-28,08:38:00,2024-07-02,REDACTED,CT58,29235556380,12.109,GA,4.438,53.75,0,53.75,53.75,-5.25,SUP,"Unleaded Super",REDACTED,REDACTED,"737 W Main St","New Britain",CT,6053,CT58,NULL,CT58,CT,0,0,0,0,0,0,1
2024-07-03,16:25:00,2024-07-05,REDACTED,CT58,29288266980,1,EA,-0.75,0,-0.75,-0.75,-0.75,0,DISC,"Discount 1",REDACTED,REDACTED,"1144 Corbin Ave","New Britain",CT,06053-3802,CT58,NULL,CT58,CT,0,0,0,0,0,0,1
2024-07-03,16:25:00,2024-07-05,REDACTED,CT58,29288266980,15.04,GA,3.389,51.74,0,51.74,51.74,-6.51,UNL,"Unleaded Regular",REDACTED,REDACTED,"1144 Corbin Ave","New Britain",CT,06053-3802,CT58,NULL,CT58,CT,0,0,0,0,0,0,0
2024-07-12,17:39:00,2024-07-16,REDACTED,CT58,29393827260,17.142,GA,3.438,58.95,0,58.95,58.95,-7.43,UNL,"Unleaded Regular",REDACTED,REDACTED,"737 W Main St","New Britain",CT,6053,CT58,NULL,CT58,CT,0,0,0,0,0,0,0
2024-07-22,15:30:00,2024-07-24,REDACTED,CT58,29509178630,2.936,GA,3.44,10.1,0,10.1,10.1,-1.27,UNL,"Unleaded Regular",REDACTED,REDACTED,"737 W Main St","New Britain",CT,6053,CT58,NULL,CT58,CT,0,0,0,0,0,0,0
2024-07-24,18:36:00,2024-07-26,REDACTED,CT58,29532506750,17.236,GA,3.338,57.55,0,57.55,57.55,-7.46,UNL,"Unleaded Regular",REDACTED,REDACTED,"149 New Britain Ave",Plainville,CT,06062-2074,CT58,NULL,CT58,CT,0,0,0,0,1,0,0
2024-08-01,14:22:00,2024-08-05,REDACTED,CT58,29637219510,16.444,GA,4.258,70.03,0,70.03,70.03,-7.12,UN+,"Unleaded Plus",REDACTED,REDACTED,"149 New Britain Ave",Plainville,CT,06062-2074,CT58,NULL,CT58,CT,0,0,0,0,0,0,1
2024-08-09,18:51:00,2024-08-13,REDACTED,CT58,29739871100,15.873,GA,3.698,58.71,0,58.71,58.71,-6.87,UNL,"Unleaded Regular",REDACTED,REDACTED,"269 N Washington St",Plainville,CT,06062-1619,CT58,NULL,CT58,CT,0,0,0,0,1,0,0
2024-06-06,15:12:00,2024-06-10,REDACTED,CT59,28946627310,16.747,GA,3.478,58.26,0,58.26,58.26,-7.25,UNL,"Unleaded Regular",REDACTED,REDACTED,"34 Farmington Ave",Bristol,CT,06010-4213,CT59,NULL,CT59,CT,0,0,0,0,0,0,0
2024-06-11,11:22:03,2024-06-13,REDACTED,CT59,29010748830,7.444,GA,3.369,25.08,0,25.08,25.08,-3.22,UNL,"Unleaded Regular",REDACTED,REDACTED,"1978 West St",Southington,CT,06489-1030,CT59,NULL,CT59,CT,0,0,0,0,0,0,0
